device,config,model,query_id,dataset,warmup,ttft_ms,e2e_ms,t_retrieval_ms,t_prefill_ms,t_decode_ms,n_tokens,peak_rss_mb,t_query_start,t_query_end,energy_gross_j,energy_idle_subtracted_j,answer_text,retrieved_ids,is_mock,em,f1,faithfulness,accuracy_harmonic
desktop,exp1_baseline,gemma-2-2b-it,squad-25,squad,0,54.188,109.232,3.376,50.812,3.9454,8,2793.6,1783195708.501511,1783195708.6108277,12.2771,8.6221,2015,wiki-0|wiki-3|wiki-2|wiki-4|wiki-3830,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-26,squad,0,54.69,104.143,2.973,51.717,3.9096,5,2785.5,1783195708.7403166,1783195708.8445463,11.657,8.1721,Denver Broncos,wiki-0|wiki-3833|wiki-3|wiki-2|wiki-3825,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-27,squad,0,55.398,165.415,2.951,52.447,3.9218,19,2794.3,1783195708.9697437,1783195709.1352406,17.4356,11.9022,"Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",wiki-0|wiki-4|wiki-3826|wiki-3830|wiki-3833,0,0,0.4,1.0,0.5714
desktop,exp1_baseline,gemma-2-2b-it,squad-28,squad,0,56.908,107.55,3.229,53.679,3.8839,7,2872.6,1783195709.227295,1783195709.3349402,10.9088,7.3096,Super Bowl LIII,wiki-3830|wiki-0|wiki-6476|wiki-3833|wiki-2,0,0,0.8,1.0,0.8889
desktop,exp1_baseline,gemma-2-2b-it,squad-29,squad,0,55.621,110.785,3.058,52.563,3.9826,5,2877.6,1783195709.4505367,1783195709.5613983,11.5355,7.8288,Denver Broncos,wiki-0|wiki-6476|wiki-2|wiki-1786|wiki-3831,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-30,squad,0,38.294,85.9,3.447,34.847,4.5008,5,2963.4,1783195709.6902843,1783195709.776262,9.7671,6.8924,Cam Newton,wiki-9215|wiki-9970|wiki-9966|wiki-9833|wiki-2,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-31,squad,0,52.077,93.098,3.489,48.588,4.0196,5,3016.9,1783195709.9021862,1783195709.995363,10.5849,7.4695,3,wiki-3|wiki-2|wiki-0|wiki-1366|wiki-9833,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-32,squad,0,58.397,118.795,3.411,54.986,3.856,8,3004.4,1783195710.1092508,1783195710.2281277,13.086,9.1113,Don't know.,wiki-6476|wiki-10281|wiki-819|wiki-824|wiki-830,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-33,squad,0,42.619,88.135,2.931,39.688,4.0242,5,3102.5,1783195710.349478,1783195710.4376917,9.7106,6.7611,Arizona Cardinals,wiki-792|wiki-2|wiki-235|wiki-0|wiki-783,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-34,squad,0,55.185,110.884,3.42,51.765,3.9186,8,3164.4,1783195710.554448,1783195710.6654112,12.3416,8.6315,The New England Patriots.,wiki-2|wiki-0|wiki-3|wiki-3825|wiki-3833,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-35,squad,0,56.682,100.575,3.542,53.14,3.9052,5,3241.8,1783195710.7979023,1783195710.898555,11.2208,7.8554,Arizona Cardinals,wiki-2|wiki-0|wiki-3833|wiki-3825|wiki-7606,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-36,squad,0,54.325,122.38,3.211,51.114,3.8513,6,3318.9,1783195711.010321,1783195711.13278,14.2016,10.1071,The Patriots.,wiki-2|wiki-0|wiki-792|wiki-3831|wiki-6476,0,0,0.5,1.0,0.6667
desktop,exp1_baseline,gemma-2-2b-it,squad-37,squad,0,55.333,121.229,3.01,52.323,3.856,6,3320.5,1783195711.2841716,1783195711.4054816,14.7525,10.6965,New England Patriots,wiki-3833|wiki-3825|wiki-2|wiki-0|wiki-3,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-38,squad,0,53.977,98.071,3.243,50.734,3.9582,5,3389.5,1783195711.5288267,1783195711.6269758,10.6975,7.4159,2,wiki-3836|wiki-3833|wiki-1988|wiki-9833|wiki-0,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-39,squad,0,53.168,102.892,3.291,49.877,4.1124,5,3359.2,1783195711.7840116,1783195711.8871117,11.2224,7.7753,Cam Newton,wiki-2|wiki-3|wiki-5053|wiki-7612|wiki-3828,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-40,squad,0,56.72,112.096,3.776,52.944,4.0099,8,3426.1,1783195712.020577,1783195712.1327534,11.2422,7.4916,15-1,wiki-7606|wiki-2|wiki-7610|wiki-7614|wiki-0,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-41,squad,0,57.909,102.974,3.616,54.293,4.0522,5,3504.0,1783195712.2591434,1783195712.3621936,10.2463,6.8008,Cam Newton,wiki-11016|wiki-0|wiki-2|wiki-2420|wiki-9964,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-42,squad,0,55.486,116.217,4.039,51.447,4.3671,8,3584.0,1783195712.4952028,1783195712.6114998,11.5316,7.6432,12-4,wiki-694|wiki-0|wiki-2|wiki-6474|wiki-9148,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-43,squad,0,55.995,108.728,3.598,52.397,3.9066,5,3590.3,1783195712.742665,1783195712.8514717,10.7795,7.1415,2,wiki-3836|wiki-3833|wiki-1988|wiki-0|wiki-9833,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-44,squad,0,55.981,111.764,3.961,52.02,4.0455,6,3587.3,1783195712.9722385,1783195713.084226,11.1866,7.4423,New England Patriots,wiki-0|wiki-2|wiki-3|wiki-3825|wiki-3831,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-45,squad,0,53.533,104.223,3.612,49.921,3.9018,5,3578.7,1783195713.2153845,1783195713.3196888,10.5452,7.0577,Cam Newton,wiki-2|wiki-7612|wiki-7607|wiki-4436|wiki-10280,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-46,squad,0,55.666,106.016,3.489,52.177,4.044,5,3560.0,1783195713.4466481,1783195713.5527463,10.6714,7.1239,Arizona Cardinals,wiki-2|wiki-0|wiki-3825|wiki-3833|wiki-235,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-47,squad,0,54.856,77.44,3.349,51.507,3.9432,5,3563.3,1783195713.7199738,1783195713.7974932,7.3814,4.7895,2,wiki-2|wiki-0|wiki-3836|wiki-3833|wiki-3825,0,1,1.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-48,squad,0,54.784,110.232,3.168,51.616,3.8425,8,3638.1,1783195713.9023948,1783195714.012707,10.5039,6.8156,The New England Patriots.,wiki-2|wiki-0|wiki-6476|wiki-3|wiki-696,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-49,squad,0,44.246,94.604,4.086,40.16,3.8902,5,3657.1,1783195714.1361744,1783195714.2308602,8.8351,5.6693,Peyton Manning,wiki-0|wiki-9970|wiki-9215|wiki-9964|wiki-9981,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-50,squad,0,58.567,132.747,3.22,55.347,4.042,12,3718.5,1783195714.3756146,1783195714.5084405,12.394,7.9529,The Denver Broncos defeated the New England Patriots.,wiki-0|wiki-694|wiki-2|wiki-1786|wiki-700,0,0,0.6667,1.0,0.8
desktop,exp1_baseline,gemma-2-2b-it,squad-51,squad,0,58.047,118.169,3.31,54.737,3.982,6,3734.2,1783195714.6351376,1783195714.7533877,11.339,7.3853,The Arizona Cardinals,wiki-0|wiki-2|wiki-3825|wiki-1786|wiki-3833,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-52,squad,0,62.886,110.609,3.129,59.757,4.2242,5,3818.6,1783195714.8876805,1783195714.9983704,10.7956,7.0946,Cam Newton,wiki-0|wiki-5053|wiki-5060|wiki-2|wiki-1786,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-53,squad,0,55.448,110.202,3.426,52.022,4.086,5,3831.2,1783195715.1197681,1783195715.2300503,11.6248,7.9375,Arizona Cardinals,wiki-2|wiki-0|wiki-3833|wiki-3831|wiki-3825,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-54,squad,0,58.224,121.834,3.036,55.188,3.9201,8,3838.5,1783195715.3486683,1783195715.4705832,12.8737,8.7975,1995,wiki-0|wiki-6476|wiki-2|wiki-824|wiki-819,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-55,squad,0,55.16,102.596,3.269,51.891,3.9142,5,3921.2,1783195715.595607,1783195715.698282,11.4534,8.0204,Von Miller,wiki-3|wiki-0|wiki-4|wiki-5053|wiki-5049,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-56,squad,0,57.776,100.032,3.503,54.273,4.6113,4,3992.4,1783195715.8419175,1783195715.9420311,11.1677,7.8203,Two,wiki-3|wiki-0|wiki-10073|wiki-2|wiki-3829,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-57,squad,0,42.979,118.849,3.282,39.697,4.2,12,4085.9,1783195716.0611804,1783195716.1801152,12.8992,8.9226,The context does not contain the answer.,wiki-3115|wiki-9974|wiki-3109|wiki-9964|wiki-11964,0,0,0.0,0.2,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-58,squad,0,50.431,100.882,3.235,47.196,3.9012,5,4087.2,1783195716.291776,1783195716.3927388,10.9484,7.5727,Von Miller,wiki-3|wiki-0|wiki-2|wiki-9833|wiki-3828,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-59,squad,0,55.212,94.727,3.357,51.855,3.8808,5,4148.9,1783195716.5096114,1783195716.6044183,10.33,7.1601,5,wiki-3|wiki-0|wiki-5060|wiki-4|wiki-5053,0,0,0.0,1.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-60,squad,0,55.623,96.575,3.019,52.604,3.9745,4,4221.5,1783195716.7490757,1783195716.8457282,10.5545,7.3228,Newton,wiki-3|wiki-793|wiki-0|wiki-9836|wiki-2,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-61,squad,0,62.91,141.28,7.559,55.351,3.8833,11,4297.7,1783195716.9675806,1783195717.1089437,14.8353,10.1088,The context does not contain the answer.,wiki-3|wiki-5053|wiki-2|wiki-788|wiki-5060,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-62,squad,0,50.87,103.42,3.018,47.852,3.8098,5,4317.5,1783195717.2250128,1783195717.328514,10.2891,6.8285,Von Miller,wiki-3|wiki-2|wiki-5053|wiki-9215|wiki-0,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-63,squad,0,44.06,86.89,3.087,40.973,4.287,5,4399.9,1783195717.44983,1783195717.5367997,8.6787,5.7709,Three.,wiki-3|wiki-2|wiki-2849|wiki-4816|wiki-7617,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-64,squad,0,59.692,104.053,4.221,55.471,4.134,5,4458.5,1783195717.661289,1783195717.7654274,11.0501,7.5682,Two.,wiki-3|wiki-10073|wiki-3832|wiki-5066|wiki-5060,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-65,squad,0,50.17,102.956,3.558,46.612,3.882,5,4453.7,1783195717.8906085,1783195717.9936438,10.8261,7.3811,Von Miller,wiki-3|wiki-0|wiki-9833|wiki-5053|wiki-4,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-66,squad,0,43.477,83.065,3.582,39.895,3.9316,5,4534.5,1783195718.1027837,1783195718.1859276,8.2845,5.5045,Linebacker,wiki-3|wiki-10279|wiki-377|wiki-9148|wiki-4436,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-67,squad,0,56.436,104.242,3.514,52.922,4.3608,5,4589.2,1783195718.2951295,1783195718.3994527,10.3948,6.9067,5,wiki-3|wiki-5060|wiki-0|wiki-4|wiki-5053,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-68,squad,0,59.538,123.366,3.907,55.631,4.0722,5,4608.5,1783195718.5224822,1783195718.6459281,13.3617,9.2342,2,wiki-3|wiki-0|wiki-10073|wiki-2|wiki-3829,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-69,squad,0,51.45,106.095,3.266,48.184,3.9384,5,4621.5,1783195718.7733805,1783195718.8795593,11.5438,7.9936,Von Miller,wiki-3|wiki-2|wiki-5053|wiki-0|wiki-9215,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-70,squad,0,53.701,102.509,3.177,50.524,4.0264,5,4611.5,1783195719.0115707,1783195719.114164,11.1556,7.7254,5,wiki-3|wiki-5060|wiki-5053|wiki-4436|wiki-1370,0,1,1.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-71,squad,0,57.347,105.774,3.246,54.101,3.9214,5,4608.7,1783195719.2319677,1783195719.3378227,11.5107,7.9714,7,wiki-3|wiki-0|wiki-2|wiki-5053|wiki-5060,0,0,0.0,1.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-72,squad,0,51.254,97.922,3.447,47.807,3.9693,4,4609.1,1783195719.4691322,1783195719.5671349,10.5151,7.2384,Three,wiki-3|wiki-2|wiki-2849|wiki-0|wiki-5060,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-73,squad,0,52.233,119.809,3.252,48.981,3.9307,12,4672.0,1783195719.6962717,1783195719.8161595,12.4228,8.4143,A fumble which they recovered for a touchdown.,wiki-3|wiki-2|wiki-793|wiki-0|wiki-2849,0,0,0.2857,1.0,0.4444
desktop,exp1_baseline,gemma-2-2b-it,squad-74,squad,0,50.252,101.782,3.646,46.606,4.5158,5,4668.3,1783195719.9529526,1783195720.054819,10.4824,7.0764,Von Miller,wiki-3|wiki-0|wiki-4|wiki-9833|wiki-5049,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-75,squad,0,43.299,80.598,3.075,40.224,3.7982,5,4744.1,1783195720.1604552,1783195720.2411306,7.9288,5.2314,Linebacker,wiki-3|wiki-11821|wiki-5222|wiki-4436|wiki-5495,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-76,squad,0,57.795,119.338,3.267,54.528,4.251,9,4813.7,1783195720.3906362,1783195720.5100572,11.7367,7.7438,You don't know.,wiki-5053|wiki-2|wiki-5060|wiki-10280|wiki-0,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-77,squad,0,55.691,105.205,3.469,52.222,3.882,4,4836.6,1783195720.6389246,1783195720.7442112,10.2518,6.7315,Three,wiki-3|wiki-2|wiki-0|wiki-6469|wiki-9153,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-78,squad,0,54.04,108.264,3.195,50.845,3.83,5,4829.4,1783195720.8936207,1783195721.0019648,10.4949,6.8724,Von Miller,wiki-2|wiki-793|wiki-0|wiki-10279|wiki-3,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-79,squad,0,56.569,109.179,3.762,52.807,4.0448,5,4812.5,1783195721.1167052,1783195721.2259653,10.0574,6.4042,5,wiki-3|wiki-5060|wiki-4436|wiki-1370|wiki-5053,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-80,squad,0,49.659,87.389,3.351,46.308,4.107,4,4868.3,1783195721.3392103,1783195721.4266748,8.0511,5.1267,CBS,wiki-4|wiki-0|wiki-10288|wiki-3830|wiki-10435,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-81,squad,0,56.043,83.012,3.535,52.508,4.0447,6,4872.1,1783195721.5627482,1783195721.6459026,8.8047,6.0244,$5 million,wiki-4|wiki-0|wiki-1|wiki-3|wiki-3830,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-82,squad,0,49.81,68.598,3.194,46.616,3.9065,4,4874.0,1783195721.7630482,1783195721.8317251,7.2756,4.9794,Coldplay,wiki-4|wiki-0|wiki-4464|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-83,squad,0,44.073,79.143,3.546,40.527,4.046,8,4897.9,1783195721.9642406,1783195722.0434618,8.365,5.7162,Beyoncé and Bruno Mars.,wiki-4|wiki-0|wiki-4464|wiki-11534|wiki-3,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-84,squad,0,56.212,114.977,3.296,52.916,4.0516,8,4958.3,1783195722.1692395,1783195722.2842948,11.8818,8.0349,Super Bowl 50,wiki-4|wiki-3830|wiki-0|wiki-3833|wiki-3825,0,0,0.6667,1.0,0.8
desktop,exp1_baseline,gemma-2-2b-it,squad-85,squad,0,51.575,105.849,3.483,48.092,3.9268,6,4950.4,1783195722.419046,1783195722.5249734,10.9381,7.3963,Greg Gumbel,wiki-4|wiki-0|wiki-3|wiki-10387|wiki-5059,0,0,0.0,1.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-86,squad,0,40.065,95.275,3.321,36.744,4.3379,8,5027.7,1783195722.6485941,1783195722.743943,9.6979,6.5099,Don't know.,wiki-6980|wiki-2761|wiki-5949|wiki-3426|wiki-1629,0,0,0.0,0.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-87,squad,0,54.747,97.015,3.64,51.107,3.9572,5,5085.9,1783195722.8858404,1783195722.9829345,9.8754,6.6291,Bruno Mars,wiki-4|wiki-3882|wiki-5060|wiki-11534|wiki-11634,0,0,0.0,1.0,0.0
desktop,exp1_baseline,gemma-2-2b-it,squad-88,squad,0,43.877,92.4,3.332,40.545,3.8732,5,5098.7,1783195723.1202698,1783195723.2127469,9.3495,6.2575,Bruno Mars,wiki-4|wiki-3830|wiki-3882|wiki-3834|wiki-5060,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-89,squad,0,52.583,95.796,3.295,49.288,4.1452,4,5153.4,1783195723.328564,1783195723.4244387,9.6929,6.4873,Coldplay,wiki-4|wiki-2721|wiki-4347|wiki-11813|wiki-2156,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-90,squad,0,50.96,94.077,3.096,47.864,4.022,4,5154.9,1783195723.5590587,1783195723.6532133,9.64,6.4919,CBS,wiki-4|wiki-0|wiki-10288|wiki-3830|wiki-3826,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-91,squad,0,43.249,89.97,3.551,39.698,4.4418,6,5239.1,1783195723.7764766,1783195723.8665247,9.2632,6.2525,$5 million,wiki-4|wiki-0|wiki-3|wiki-3826|wiki-1,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-92,squad,0,56.474,79.609,4.08,52.394,3.9522,5,5220.7,1783195723.9977176,1783195724.077408,7.716,5.0516,Bruno Mars,wiki-4|wiki-0|wiki-1354|wiki-6965|wiki-3,0,1,1.0,1.0,1.0
desktop,exp1_baseline,gemma-2-2b-it,squad-93,squad,0,53.703,119.928,4.52,49.183,4.0435,8,5227.6,1783195724.2038527,1783195724.323861,11.5232,7.5107,Third-most watched.,wiki-4|wiki-0|wiki-3|wiki-9833|wiki-3830,0,0,0.5,1.0,0.6667
