device,config,model,query_id,dataset,warmup,ttft_ms,e2e_ms,t_retrieval_ms,t_prefill_ms,t_decode_ms,n_tokens,peak_rss_mb,t_query_start,t_query_end,energy_gross_j,energy_idle_subtracted_j,answer_text,retrieved_ids,is_mock,em,f1,faithfulness,accuracy_harmonic
laptop,exp1_baseline,gemma-2-2b-it,squad-10,squad,0,4953.309,5750.625,6.194,4947.115,49.5622,15,4561.9,1783115329.9461498,1783115335.6965396,172.4714,10.7095,"Sunday, February 3, 2019.",wiki-3830|wiki-3826|wiki-3833|wiki-0|wiki-4,0,0,0.3333,1.0,0.5
laptop,exp1_baseline,gemma-2-2b-it,squad-11,squad,0,4907.959,5258.194,11.415,4896.544,43.2986,7,4558.4,1783115335.9884417,1783115341.246451,157.7035,9.7925,The Denver Broncos.,wiki-0|wiki-3|wiki-4|wiki-3833|wiki-2,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-12,squad,0,5073.757,5454.558,25.708,5048.049,49.2153,7,4555.8,1783115341.5169203,1783115346.971264,163.5921,10.1582,Levi's Stadium,wiki-0|wiki-4|wiki-3830|wiki-3826|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-13,squad,0,5052.609,5431.941,24.261,5028.348,46.6675,8,4555.8,1783115347.2836983,1783115352.7154326,158.4251,5.6271,"Santa Clara, California.",wiki-0|wiki-4|wiki-3830|wiki-3826|wiki-3833,0,0,0.8,1.0,0.8889
laptop,exp1_baseline,gemma-2-2b-it,squad-14,squad,0,4353.443,4633.566,8.553,4344.89,40.7088,6,4623.1,1783115353.0096653,1783115357.6430607,134.8781,4.5379,Super Bowl L,wiki-1|wiki-0|wiki-3826|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-15,squad,0,5210.232,5629.091,29.815,5180.417,48.124,8,4616.9,1783115357.9256096,1783115363.5544815,163.8565,5.5129,2015,wiki-0|wiki-3|wiki-3830|wiki-2|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-16,squad,0,4235.992,4649.953,14.212,4221.78,48.2681,8,4688.1,1783115363.858008,1783115368.5078108,135.3558,4.554,2016,wiki-0|wiki-3|wiki-2|wiki-3825|wiki-3831,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-17,squad,0,4838.591,5242.801,6.027,4832.564,44.649,8,4684.7,1783115368.7604089,1783115374.003062,158.2441,10.7651,"Santa Clara, California.",wiki-0|wiki-4|wiki-3830|wiki-3826|wiki-3833,0,0,0.8,1.0,0.8889
laptop,exp1_baseline,gemma-2-2b-it,squad-18,squad,0,4977.797,5185.565,6.2,4971.597,38.36,5,4684.7,1783115374.280889,1783115379.4662657,157.8014,11.9336,Levi's Stadium,wiki-0|wiki-4|wiki-3830|wiki-3833|wiki-3826,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-19,squad,0,4692.987,5154.659,24.795,4668.192,47.259,9,4680.1,1783115379.7422693,1783115384.89675,156.8612,11.8625,24–10,wiki-0|wiki-3|wiki-3833|wiki-3826|wiki-4,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-20,squad,0,5096.601,5765.707,7.885,5088.716,48.2881,13,4747.9,1783115385.1692386,1783115390.9347205,175.4551,13.2687,"February 7, 2016.",wiki-0|wiki-3826|wiki-4|wiki-3830|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-21,squad,0,4549.405,5020.097,14.428,4534.977,52.7165,8,4746.6,1783115391.218414,1783115396.2383258,152.766,11.5528,2016,wiki-0|wiki-4|wiki-3826|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-22,squad,0,5159.371,5420.468,23.271,5136.1,43.2076,5,4740.9,1783115396.527096,1783115401.9475386,164.9549,12.4746,Denver Broncos,wiki-6476|wiki-3831|wiki-0|wiki-2|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-23,squad,0,5314.63,5722.56,6.197,5308.433,53.128,7,4814.8,1783115402.218726,1783115407.9412777,174.1487,13.1699,St. Louis Rams,wiki-3833|wiki-0|wiki-3831|wiki-6476|wiki-2,0,0,0.0,1.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-24,squad,0,4967.525,5346.433,5.88,4961.645,46.0586,7,4820.8,1783115408.2272158,1783115413.5736673,162.6253,12.2264,The Denver Broncos.,wiki-0|wiki-3|wiki-4|wiki-3833|wiki-2,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-25,squad,0,4802.469,5203.04,27.096,4775.373,45.8324,8,4889.5,1783115413.8634975,1783115419.0665581,152.5101,6.1448,2015,wiki-0|wiki-3|wiki-2|wiki-4|wiki-3830,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-26,squad,0,5186.413,5433.301,27.125,5159.288,40.0814,5,4881.6,1783115419.3522208,1783115424.785553,159.1532,6.3103,Denver Broncos,wiki-0|wiki-3833|wiki-3|wiki-2|wiki-3825,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-27,squad,0,4394.686,5347.951,24.717,4369.969,48.1596,19,4890.0,1783115425.056191,1783115430.4041545,157.1456,6.7042,"Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",wiki-0|wiki-4|wiki-3826|wiki-3830|wiki-3833,0,0,0.4,1.0,0.5714
laptop,exp1_baseline,gemma-2-2b-it,squad-28,squad,0,5645.52,5883.682,6.7,5638.82,40.1784,5,4966.4,1783115430.6725397,1783115436.556233,178.0204,12.5085,Super Bowl,wiki-3830|wiki-0|wiki-6476|wiki-3833|wiki-2,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-29,squad,0,5072.776,5337.1,7.705,5065.071,41.3938,5,4968.7,1783115436.8261669,1783115442.1632876,161.3145,11.1781,Denver Broncos,wiki-0|wiki-6476|wiki-2|wiki-1786|wiki-3831,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-30,squad,0,3029.412,3306.993,24.162,3005.25,48.2652,5,5054.4,1783115442.4932556,1783115445.8003404,99.9566,6.9264,Cam Newton,wiki-9215|wiki-9970|wiki-9966|wiki-9833|wiki-2,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-31,squad,0,4729.223,4974.255,13.975,4715.248,42.146,5,5095.5,1783115446.1068432,1783115451.0811133,150.3473,10.4181,3,wiki-3|wiki-2|wiki-0|wiki-1366|wiki-9833,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-32,squad,0,5749.441,6156.801,26.957,5722.484,45.7629,8,5087.7,1783115451.3712146,1783115457.5280285,186.0897,12.8948,Don't know.,wiki-6476|wiki-10281|wiki-819|wiki-824|wiki-830,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-33,squad,0,3741.882,3988.286,28.513,3713.369,43.0244,5,5185.3,1783115457.8178606,1783115461.8061888,120.5472,8.3532,Arizona Cardinals,wiki-792|wiki-2|wiki-235|wiki-0|wiki-783,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-34,squad,0,4907.802,5304.15,37.43,4870.372,44.7043,8,5242.2,1783115462.0894809,1783115467.3936584,160.3087,11.099,The New England Patriots.,wiki-2|wiki-0|wiki-3|wiki-3825|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-35,squad,0,5254.67,5506.028,28.686,5225.984,43.417,5,5319.5,1783115467.6550424,1783115473.1610835,164.8173,9.9291,Arizona Cardinals,wiki-2|wiki-0|wiki-3833|wiki-3825|wiki-7606,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-36,squad,0,4954.256,5285.215,6.422,4947.834,47.8017,6,5396.6,1783115473.4428108,1783115478.7280447,158.1606,9.4838,The Patriots.,wiki-2|wiki-0|wiki-792|wiki-3831|wiki-6476,0,0,0.5,1.0,0.6667
laptop,exp1_baseline,gemma-2-2b-it,squad-37,squad,0,5243.909,5570.491,26.67,5217.239,46.4693,6,5394.2,1783115479.0126405,1783115484.5831714,166.6981,9.9958,New England Patriots,wiki-3833|wiki-3825|wiki-2|wiki-0|wiki-3,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-38,squad,0,4716.92,4953.263,14.556,4702.364,40.7892,5,5465.9,1783115484.8643892,1783115489.8176737,148.227,8.8882,2,wiki-3836|wiki-3833|wiki-1988|wiki-9833|wiki-0,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-39,squad,0,4649.06,4906.099,6.725,4642.335,41.5038,5,5455.7,1783115490.095596,1783115495.0017204,146.0822,8.07,Cam Newton,wiki-2|wiki-3|wiki-5053|wiki-7612|wiki-3828,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-40,squad,0,5455.502,5855.107,18.831,5436.671,46.6856,8,5524.3,1783115495.279678,1783115501.134838,174.2027,9.4936,15-1,wiki-7606|wiki-2|wiki-7610|wiki-7614|wiki-0,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-41,squad,0,5437.15,5716.041,33.939,5403.211,48.4394,5,5601.7,1783115501.4186757,1783115507.1347427,170.0644,9.268,Cam Newton,wiki-11016|wiki-0|wiki-2|wiki-2420|wiki-9964,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-42,squad,0,5228.129,5612.532,34.156,5193.973,44.0264,8,5677.5,1783115507.430257,1783115513.04281,166.9847,9.1002,12-4,wiki-694|wiki-0|wiki-2|wiki-6474|wiki-9148,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-43,squad,0,4676.049,4914.168,33.774,4642.275,38.9402,5,5681.5,1783115513.3325982,1783115518.2468572,146.209,7.968,2,wiki-3836|wiki-3833|wiki-1988|wiki-0|wiki-9833,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-44,squad,0,4795.923,5126.294,48.005,4747.918,48.9733,6,5682.2,1783115518.5299482,1783115523.6562955,152.5191,8.3119,New England Patriots,wiki-0|wiki-2|wiki-3|wiki-3825|wiki-3831,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-45,squad,0,4350.974,4618.539,18.711,4332.263,45.6234,5,5677.0,1783115523.9322507,1783115528.5508702,137.4132,7.4886,Cam Newton,wiki-2|wiki-7612|wiki-7607|wiki-4436|wiki-10280,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-46,squad,0,4803.429,5060.513,6.537,4796.892,41.7642,5,5658.4,1783115528.8301675,1783115533.890702,150.5221,8.1662,Arizona Cardinals,wiki-2|wiki-0|wiki-3825|wiki-3833|wiki-235,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-47,squad,0,5278.948,5516.876,6.887,5272.061,44.4244,5,5661.6,1783115534.1594048,1783115539.6762815,162.1125,6.9194,2,wiki-2|wiki-0|wiki-3836|wiki-3833|wiki-3825,0,1,1.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-48,squad,0,5067.159,5864.937,45.703,5021.456,48.1127,16,5736.4,1783115539.9710484,1783115545.835989,172.3178,7.3335,The Broncos defeated the New England Patriots in the AFC Championship Game.,wiki-2|wiki-0|wiki-6476|wiki-3|wiki-696,0,0,0.5,1.0,0.6667
laptop,exp1_baseline,gemma-2-2b-it,squad-49,squad,0,4202.912,4434.642,28.091,4174.821,37.5202,5,5756.0,1783115546.127452,1783115550.5621555,130.2832,5.5324,Peyton Manning,wiki-0|wiki-9970|wiki-9215|wiki-9964|wiki-9981,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-50,squad,0,5726.171,6388.181,8.311,5717.86,52.0029,12,5817.4,1783115550.8815157,1783115557.2696698,187.9058,8.2032,The Denver Broncos defeated the New England Patriots.,wiki-0|wiki-694|wiki-2|wiki-1786|wiki-700,0,0,0.6667,1.0,0.8
laptop,exp1_baseline,gemma-2-2b-it,squad-51,squad,0,6065.04,6390.298,7.62,6057.42,44.0633,6,5833.1,1783115557.6011183,1783115563.991406,188.0662,8.3035,The Arizona Cardinals,wiki-0|wiki-2|wiki-3825|wiki-1786|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-52,squad,0,6025.16,6287.435,6.459,6018.701,43.6652,5,5917.4,1783115564.2832239,1783115570.570646,185.0388,8.1699,Cam Newton,wiki-0|wiki-5053|wiki-5060|wiki-2|wiki-1786,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-53,squad,0,5203.858,5467.731,7.427,5196.431,40.8534,5,5923.4,1783115570.8554652,1783115576.3232234,160.9161,7.1048,Arizona Cardinals,wiki-2|wiki-0|wiki-3833|wiki-3831|wiki-3825,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-54,squad,0,6025.838,6423.514,6.543,6019.295,43.4116,8,5928.2,1783115576.5981543,1783115583.021675,189.0442,8.3467,1995,wiki-0|wiki-6476|wiki-2|wiki-824|wiki-819,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-55,squad,0,4784.14,5032.373,7.014,4777.126,40.471,5,6006.9,1783115583.313048,1783115588.3454394,148.1686,6.6044,Von Miller,wiki-3|wiki-0|wiki-4|wiki-5053|wiki-5049,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-56,squad,0,5082.396,5314.795,7.749,5074.647,39.7376,5,6078.1,1783115588.638117,1783115593.9529333,158.2445,8.7355,Two.,wiki-3|wiki-0|wiki-10073|wiki-2|wiki-3829,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-57,squad,0,3527.102,4164.21,24.729,3502.373,50.6213,12,6173.4,1783115594.2087123,1783115598.3729653,123.9906,6.8477,The context does not contain this information.,wiki-3115|wiki-9974|wiki-3109|wiki-9964|wiki-11964,0,0,0.0,0.1667,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-58,squad,0,4310.051,4578.782,18.094,4291.957,43.1054,5,6157.7,1783115598.6704414,1783115603.2492678,136.3346,7.5294,Von Miller,wiki-3|wiki-0|wiki-2|wiki-9833|wiki-3828,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-59,squad,0,5299.272,5518.683,28.498,5270.774,39.6166,5,6219.4,1783115603.5268638,1783115609.0455716,164.3195,9.075,5,wiki-3|wiki-0|wiki-5060|wiki-4|wiki-5053,0,0,0.0,1.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-60,squad,0,5286.232,5484.579,7.151,5279.081,39.4723,4,6291.9,1783115609.332438,1783115614.8170323,163.6934,9.4085,Newton,wiki-3|wiki-793|wiki-0|wiki-9836|wiki-2,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-61,squad,0,6178.937,6700.135,7.002,6171.935,60.3505,8,6368.2,1783115615.1113636,1783115621.8114834,200.2398,11.7614,Don't know.,wiki-3|wiki-5053|wiki-2|wiki-788|wiki-5060,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-62,squad,0,4470.143,4785.605,6.985,4463.158,51.8872,5,6387.4,1783115622.1003346,1783115626.8860502,143.0259,8.4008,Von Miller,wiki-3|wiki-2|wiki-5053|wiki-9215|wiki-0,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-63,squad,0,3519.583,3779.316,7.467,3512.116,44.5816,5,6469.8,1783115627.1735063,1783115630.952896,112.9508,6.6343,Three.,wiki-3|wiki-2|wiki-2849|wiki-4816|wiki-7617,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-64,squad,0,5262.747,5499.332,7.041,5255.706,40.2434,5,6528.4,1783115631.2223196,1783115636.7216585,164.3532,9.6535,Two.,wiki-3|wiki-10073|wiki-3832|wiki-5066|wiki-5060,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-65,squad,0,4432.833,4680.855,29.895,4402.938,39.6498,5,6523.5,1783115637.0057106,1783115641.686599,139.893,8.2168,Von Miller,wiki-3|wiki-0|wiki-9833|wiki-5053|wiki-4,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-66,squad,0,3622.404,3840.093,9.146,3613.258,37.39,5,6604.3,1783115641.9845824,1783115645.8247392,114.7669,6.741,Linebacker,wiki-3|wiki-10279|wiki-377|wiki-9148|wiki-4436,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-67,squad,0,5696.907,6098.415,30.888,5666.019,73.0226,5,6659.0,1783115646.1278856,1783115652.226295,182.2571,10.7051,5,wiki-3|wiki-5060|wiki-0|wiki-4|wiki-5053,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-68,squad,0,5571.877,5815.588,9.193,5562.684,39.0228,5,6678.3,1783115652.5137513,1783115658.329416,175.3378,11.7397,2,wiki-3|wiki-0|wiki-10073|wiki-2|wiki-3829,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-69,squad,0,4643.943,4914.493,34.637,4609.306,44.764,5,6691.3,1783115658.6249943,1783115663.5395572,148.4984,10.2488,Von Miller,wiki-3|wiki-2|wiki-5053|wiki-0|wiki-9215,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-70,squad,0,4418.844,4716.57,32.451,4386.393,49.7694,5,6681.3,1783115663.868038,1783115668.5846407,142.5169,9.836,5,wiki-3|wiki-5060|wiki-5053|wiki-4436|wiki-1370,0,1,1.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-71,squad,0,5280.853,5530.008,10.7,5270.153,39.9712,5,6678.5,1783115668.844796,1783115674.37483,171.6397,16.0766,7,wiki-3|wiki-0|wiki-2|wiki-5053|wiki-5060,0,0,0.0,1.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-72,squad,0,4598.296,4816.346,29.661,4568.635,44.1215,4,6678.9,1783115674.639002,1783115679.4553792,150.7622,15.2747,Three,wiki-3|wiki-2|wiki-2849|wiki-0|wiki-5060,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-73,squad,0,4213.606,4861.561,41.745,4171.861,51.6428,12,6737.7,1783115679.7433403,1783115684.6049466,152.178,15.4181,A fumble which they recovered for a touchdown.,wiki-3|wiki-2|wiki-793|wiki-0|wiki-2849,0,0,0.2857,1.0,0.4444
laptop,exp1_baseline,gemma-2-2b-it,squad-74,squad,0,4139.303,4506.964,7.33,4131.973,63.9742,5,6733.1,1783115684.9029036,1783115689.4099047,141.0782,14.2935,Von Miller,wiki-3|wiki-0|wiki-4|wiki-9833|wiki-5049,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-75,squad,0,3529.728,3769.363,5.816,3523.912,42.2628,5,6809.0,1783115689.6886473,1783115693.4580817,117.9908,11.9544,Linebacker,wiki-3|wiki-11821|wiki-5222|wiki-4436|wiki-5495,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-76,squad,0,6056.156,6475.763,24.564,6031.592,48.0966,8,6866.3,1783115693.7409506,1783115700.216706,202.7041,20.5372,Don't know.,wiki-5053|wiki-2|wiki-5060|wiki-10280|wiki-0,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-77,squad,0,5526.297,5801.255,31.44,5494.857,44.392,5,6887.5,1783115700.4967504,1783115706.2980852,181.5934,18.3984,3,wiki-3|wiki-2|wiki-0|wiki-6469|wiki-9153,0,0,0.0,1.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-78,squad,0,4747.984,5006.898,15.433,4732.551,40.5374,5,6896.4,1783115706.5686114,1783115711.57564,151.8052,10.9545,Von Miller,wiki-2|wiki-793|wiki-0|wiki-10279|wiki-3,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-79,squad,0,4931.806,5178.553,11.377,4920.429,41.385,5,6897.6,1783115711.848797,1783115717.0274715,154.0604,8.3812,5,wiki-3|wiki-5060|wiki-4436|wiki-1370|wiki-5053,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-80,squad,0,4011.609,4190.967,6.793,4004.816,35.4228,4,6960.0,1783115717.3305826,1783115721.5216591,124.6803,6.7828,CBS,wiki-4|wiki-0|wiki-10288|wiki-3830|wiki-10435,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-81,squad,0,3854.964,4121.919,7.021,3847.943,42.5035,6,6959.4,1783115721.8413723,1783115725.963407,122.6264,6.6711,$5 million,wiki-4|wiki-0|wiki-1|wiki-3|wiki-3830,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-82,squad,0,4520.2,4681.23,28.858,4491.342,38.7717,4,6960.9,1783115726.2680323,1783115730.9493883,140.3946,8.7052,Coldplay,wiki-4|wiki-0|wiki-4464|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-83,squad,0,3973.119,4351.639,7.272,3965.847,45.6225,8,6984.8,1783115731.2492564,1783115735.6010203,134.4565,12.0387,Beyoncé and Bruno Mars.,wiki-4|wiki-0|wiki-4464|wiki-11534|wiki-3,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-84,squad,0,6761.188,7276.061,34.176,6727.012,59.8529,8,7044.8,1783115735.909104,1783115743.1852515,224.8111,20.1287,Super Bowl 50,wiki-4|wiki-3830|wiki-0|wiki-3833|wiki-3825,0,0,0.6667,1.0,0.8
laptop,exp1_baseline,gemma-2-2b-it,squad-85,squad,0,4772.847,5192.61,7.826,4765.021,60.6633,6,7037.3,1783115743.4693162,1783115748.6620226,160.439,14.3651,Greg Gumbel,wiki-4|wiki-0|wiki-3|wiki-10387|wiki-5059,0,0,0.0,1.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-86,squad,0,3501.187,3892.919,25.391,3475.796,46.3101,8,7114.6,1783115748.961178,1783115752.8542113,120.283,10.7697,Don't know.,wiki-6980|wiki-2761|wiki-5949|wiki-3426|wiki-1629,0,0,0.0,0.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-87,squad,0,5036.815,5305.127,6.49,5030.325,46.382,5,7160.9,1783115753.154807,1783115758.4600437,163.9159,14.6764,Bruno Mars,wiki-4|wiki-3882|wiki-5060|wiki-11534|wiki-11634,0,0,0.0,1.0,0.0
laptop,exp1_baseline,gemma-2-2b-it,squad-88,squad,0,4010.076,4267.136,7.647,4002.429,41.149,5,7173.8,1783115758.749836,1783115763.0170875,131.8453,11.8049,Bruno Mars,wiki-4|wiki-3830|wiki-3882|wiki-3834|wiki-5060,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-89,squad,0,4212.522,4396.052,32.261,4180.261,36.6377,4,7228.5,1783115763.295616,1783115767.6917927,135.8287,12.1616,Coldplay,wiki-4|wiki-2721|wiki-4347|wiki-11813|wiki-2156,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-90,squad,0,4032.329,4233.641,23.704,4008.625,41.6187,4,7230.0,1783115767.9381998,1783115772.171956,130.8104,11.7123,CBS,wiki-4|wiki-0|wiki-10288|wiki-3830|wiki-3826,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-91,squad,0,3885.091,4165.184,32.131,3852.96,41.73,6,7314.2,1783115772.4434214,1783115776.6087513,128.3061,11.1329,$5 million,wiki-4|wiki-0|wiki-3|wiki-3826|wiki-1,0,1,1.0,1.0,1.0
laptop,exp1_baseline,gemma-2-2b-it,squad-92,squad,0,5174.708,5386.798,32.146,5142.562,40.939,5,7295.8,1783115776.8769546,1783115782.263882,165.7396,14.2021,Bruno Mars,wiki-4|wiki-0|wiki-1354|wiki-6965|wiki-3,0,1,1.0,1.0,1.0
