t_epoch,discharge_mw,remaining_mwh
1783115343.863,29993.0,37300.0
1783115344.893,29993.0,37300.0
1783115346.005,29993.0,37300.0
1783115347.032,29993.0,37300.0
1783115348.176,29110.0,36990.0
1783115349.217,29110.0,36990.0
1783115350.242,29110.0,36990.0
1783115351.272,29110.0,36990.0
1783115352.314,29110.0,36990.0
1783115353.486,29110.0,36990.0
1783115354.569,29110.0,36990.0
1783115356.046,29110.0,36990.0
1783115357.568,29110.0,36990.0
1783115359.083,29110.0,36990.0
1783115360.104,29110.0,36990.0
1783115361.175,29110.0,36990.0
1783115362.250,29110.0,36990.0
1783115363.256,29110.0,36990.0
1783115364.388,29110.0,36990.0
1783115365.771,29110.0,36990.0
1783115366.804,29110.0,36990.0
1783115367.786,29110.0,36990.0
1783115369.251,29110.0,36990.0
1783115370.237,30432.0,36810.0
1783115371.333,30432.0,36810.0
1783115372.359,30432.0,36810.0
1783115373.384,30432.0,36810.0
1783115374.548,30432.0,36810.0
1783115375.579,30432.0,36810.0
1783115376.598,30432.0,36810.0
1783115377.622,30432.0,36810.0
1783115378.688,30432.0,36810.0
1783115379.736,30432.0,36810.0
1783115380.868,30432.0,36810.0
1783115381.921,30432.0,36810.0
1783115382.983,30432.0,36810.0
1783115384.022,30432.0,36810.0
1783115385.127,30432.0,36810.0
1783115386.596,30432.0,36810.0
1783115387.656,30432.0,36810.0
1783115388.705,30432.0,36810.0
1783115389.754,30432.0,36810.0
1783115390.819,30432.0,36810.0
1783115391.903,30432.0,36810.0
1783115392.952,30432.0,36810.0
1783115393.971,30432.0,36810.0
1783115394.985,30432.0,36810.0
1783115396.015,30432.0,36810.0
1783115397.130,30432.0,36810.0
1783115398.162,30432.0,36810.0
1783115399.273,30432.0,36810.0
1783115400.331,30432.0,36810.0
1783115401.370,30432.0,36810.0
1783115402.500,30432.0,36810.0
1783115403.546,30432.0,36810.0
1783115404.609,30432.0,36810.0
1783115405.738,30432.0,36810.0
1783115406.788,30432.0,36810.0
1783115407.816,30432.0,36810.0
1783115408.931,30432.0,36810.0
1783115409.966,30432.0,36810.0
1783115411.043,30432.0,36810.0
1783115412.070,30432.0,36810.0
1783115413.180,30432.0,36810.0
1783115414.314,29292.0,36470.0
1783115415.391,29292.0,36470.0
1783115416.454,29292.0,36470.0
1783115417.479,29292.0,36470.0
1783115418.569,29292.0,36470.0
1783115419.738,29292.0,36470.0
1783115420.805,29292.0,36470.0
1783115421.847,29292.0,36470.0
1783115422.894,29292.0,36470.0
1783115423.926,29292.0,36470.0
1783115425.006,29292.0,36470.0
1783115426.023,29292.0,36470.0
1783115427.023,29292.0,36470.0
1783115428.029,29292.0,36470.0
1783115429.399,29292.0,36470.0
1783115430.690,30552.0,36330.0
1783115431.792,30225.0,36320.0
1783115432.817,30225.0,36320.0
1783115433.887,30225.0,36320.0
1783115434.924,30225.0,36320.0
1783115435.939,30225.0,36320.0
1783115437.102,30225.0,36320.0
1783115438.137,30225.0,36320.0
1783115439.214,30225.0,36320.0
1783115440.242,30225.0,36320.0
1783115441.266,30225.0,36320.0
1783115442.276,30225.0,36320.0
1783115443.413,30225.0,36320.0
1783115444.453,30225.0,36320.0
1783115445.533,30225.0,36320.0
1783115446.686,30225.0,36320.0
1783115447.798,30225.0,36320.0
1783115449.010,30225.0,36320.0
1783115450.664,30225.0,36320.0
1783115452.172,30225.0,36320.0
1783115453.239,30225.0,36320.0
1783115454.254,30225.0,36320.0
1783115455.747,30225.0,36320.0
1783115457.201,30225.0,36320.0
1783115458.334,30225.0,36320.0
1783115459.416,30225.0,36320.0
1783115460.437,30225.0,36320.0
1783115461.494,30225.0,36320.0
1783115462.620,30225.0,36320.0
1783115463.677,30225.0,36320.0
1783115464.740,30225.0,36320.0
1783115465.762,30225.0,36320.0
1783115467.116,30225.0,36320.0
1783115468.269,29925.0,36020.0
1783115469.319,29925.0,36020.0
1783115470.292,29925.0,36020.0
1783115471.718,29925.0,36020.0
1783115472.740,29925.0,36020.0
1783115473.854,29925.0,36020.0
1783115474.898,29925.0,36020.0
1783115475.946,29925.0,36020.0
1783115477.444,29925.0,36020.0
1783115478.482,29925.0,36020.0
1783115479.605,29925.0,36020.0
1783115480.673,29925.0,36020.0
1783115481.706,29925.0,36020.0
1783115482.753,29925.0,36020.0
1783115483.808,29925.0,36020.0
1783115484.899,29925.0,36020.0
1783115485.936,29925.0,36020.0
1783115487.024,29925.0,36020.0
1783115488.080,29925.0,36020.0
1783115489.160,29925.0,36020.0
1783115490.242,29925.0,36020.0
1783115491.281,29752.0,35820.0
1783115492.353,29752.0,35820.0
1783115493.377,29752.0,35820.0
1783115494.422,29752.0,35820.0
1783115495.537,29752.0,35820.0
1783115496.606,29752.0,35820.0
1783115497.620,29752.0,35820.0
1783115498.696,29752.0,35820.0
1783115499.793,29752.0,35820.0
1783115500.862,29752.0,35820.0
1783115503.861,29752.0,35820.0
1783115505.359,29752.0,35820.0
1783115506.398,29752.0,35820.0
1783115507.449,29752.0,35820.0
1783115508.574,29752.0,35820.0
1783115509.695,29752.0,35820.0
1783115510.773,29752.0,35820.0
1783115511.793,29752.0,35820.0
1783115512.886,29752.0,35820.0
1783115514.002,29752.0,35820.0
1783115515.054,29752.0,35820.0
1783115516.091,29752.0,35820.0
1783115517.183,29752.0,35820.0
1783115518.211,29752.0,35820.0
1783115519.345,29752.0,35820.0
1783115520.367,29752.0,35820.0
1783115521.411,29752.0,35820.0
1783115522.441,29752.0,35820.0
1783115523.454,29752.0,35820.0
1783115524.550,29752.0,35820.0
1783115525.569,29752.0,35820.0
1783115526.641,29752.0,35820.0
1783115527.672,29752.0,35820.0
1783115528.744,29752.0,35820.0
1783115530.212,29752.0,35820.0
1783115531.308,29752.0,35820.0
1783115532.329,29752.0,35820.0
1783115533.409,29752.0,35820.0
1783115534.514,29381.0,35490.0
1783115535.588,29381.0,35490.0
1783115536.624,29381.0,35490.0
1783115537.661,29381.0,35490.0
1783115538.686,29381.0,35490.0
1783115539.706,29381.0,35490.0
1783115540.751,29381.0,35490.0
1783115541.767,29381.0,35490.0
1783115542.907,29381.0,35490.0
1783115543.932,29381.0,35490.0
1783115545.020,29381.0,35490.0
1783115546.289,29381.0,35490.0
1783115547.937,29381.0,35490.0
1783115549.544,29381.0,35490.0
1783115550.597,29355.0,35360.0
1783115551.652,29355.0,35360.0
1783115552.712,29430.0,35330.0
1783115553.765,29430.0,35330.0
1783115554.798,29430.0,35330.0
1783115555.838,29430.0,35330.0
1783115557.000,29430.0,35330.0
1783115558.193,29430.0,35330.0
1783115559.376,29430.0,35330.0
1783115560.454,29430.0,35330.0
1783115561.584,29430.0,35330.0
1783115562.625,29430.0,35330.0
1783115563.788,29430.0,35330.0
1783115564.894,29430.0,35330.0
1783115565.946,29430.0,35330.0
1783115567.015,29430.0,35330.0
1783115568.067,29430.0,35330.0
1783115569.117,29430.0,35330.0
1783115570.142,29430.0,35330.0
1783115571.276,29430.0,35330.0
1783115572.326,29430.0,35330.0
1783115573.405,29430.0,35330.0
1783115574.497,29430.0,35330.0
1783115575.596,29430.0,35330.0
1783115576.641,29430.0,35330.0
1783115577.719,29430.0,35330.0
1783115578.753,29430.0,35330.0
1783115579.802,29430.0,35330.0
1783115580.854,29430.0,35330.0
1783115581.882,29430.0,35330.0
1783115583.005,29430.0,35330.0
1783115584.056,29430.0,35330.0
1783115585.111,29430.0,35330.0
1783115586.147,29430.0,35330.0
1783115587.700,29430.0,35330.0
1783115588.801,29775.0,35040.0
1783115589.845,29775.0,35040.0
1783115590.849,29775.0,35040.0
1783115591.956,29775.0,35040.0
1783115592.953,29775.0,35040.0
1783115594.455,29775.0,35040.0
1783115595.807,29775.0,35040.0
1783115597.279,29775.0,35040.0
1783115598.400,29775.0,35040.0
1783115599.459,29775.0,35040.0
1783115600.494,29775.0,35040.0
1783115601.531,29775.0,35040.0
1783115602.606,29775.0,35040.0
1783115603.778,29775.0,35040.0
1783115604.828,29775.0,35040.0
1783115605.961,29775.0,35040.0
1783115607.060,29775.0,35040.0
1783115608.189,29775.0,35040.0
1783115609.210,29775.0,35040.0
1783115610.774,29775.0,35040.0
1783115611.840,29886.0,34840.0
1783115612.998,29886.0,34840.0
1783115614.449,29886.0,34840.0
1783115615.569,29886.0,34840.0
1783115616.610,29886.0,34840.0
1783115618.173,29886.0,34840.0
1783115619.665,29886.0,34840.0
1783115621.167,29886.0,34840.0
1783115622.395,29886.0,34840.0
1783115623.430,29886.0,34840.0
1783115624.568,29886.0,34840.0
1783115625.591,29886.0,34840.0
1783115626.632,29886.0,34840.0
1783115627.744,29886.0,34840.0
1783115628.804,29886.0,34840.0
1783115629.837,29886.0,34840.0
1783115630.850,29886.0,34840.0
1783115631.919,29886.0,34840.0
1783115632.904,29886.0,34840.0
1783115634.299,29886.0,34840.0
1783115635.268,29886.0,34840.0
1783115636.330,29886.0,34840.0
1783115637.437,29886.0,34840.0
1783115638.533,29886.0,34840.0
1783115639.570,29886.0,34840.0
1783115640.650,29886.0,34840.0
1783115641.687,29886.0,34840.0
1783115642.736,29886.0,34840.0
1783115643.771,29886.0,34840.0
1783115644.806,29886.0,34840.0
1783115645.892,29886.0,34840.0
1783115647.104,29886.0,34840.0
1783115648.261,29886.0,34840.0
1783115649.361,29886.0,34840.0
1783115650.546,29886.0,34840.0
1783115651.638,29886.0,34840.0
1783115653.165,29886.0,34840.0
1783115654.216,30216.0,34490.0
1783115655.325,30216.0,34490.0
1783115656.349,30216.0,34490.0
1783115657.420,30216.0,34490.0
1783115658.428,30216.0,34490.0
1783115659.497,30216.0,34490.0
1783115660.526,30216.0,34490.0
1783115661.561,30216.0,34490.0
1783115662.643,30216.0,34490.0
1783115663.732,30216.0,34490.0
1783115665.200,30216.0,34490.0
1783115666.227,30216.0,34490.0
1783115667.212,30216.0,34490.0
1783115668.563,30216.0,34490.0
1783115669.612,30216.0,34490.0
1783115670.587,31206.0,34350.0
1783115671.670,31302.0,34340.0
1783115672.727,31302.0,34340.0
1783115673.813,31302.0,34340.0
1783115674.921,31302.0,34340.0
1783115676.010,31302.0,34340.0
1783115677.057,31302.0,34340.0
1783115678.130,31302.0,34340.0
1783115679.168,31302.0,34340.0
1783115680.257,31302.0,34340.0
1783115681.321,31302.0,34340.0
1783115682.368,31302.0,34340.0
1783115683.432,31302.0,34340.0
1783115684.458,31302.0,34340.0
1783115685.569,31302.0,34340.0
1783115686.631,31302.0,34340.0
1783115687.706,31302.0,34340.0
1783115688.749,31302.0,34340.0
1783115689.939,31302.0,34340.0
1783115690.975,31302.0,34340.0
1783115692.032,31302.0,34340.0
1783115693.078,31302.0,34340.0
1783115694.181,31302.0,34340.0
1783115695.207,31302.0,34340.0
1783115696.239,31302.0,34340.0
1783115697.324,31302.0,34340.0
1783115698.346,31302.0,34340.0
1783115699.435,31302.0,34340.0
1783115700.536,31302.0,34340.0
1783115702.138,31302.0,34340.0
1783115703.582,31302.0,34340.0
1783115704.620,31302.0,34340.0
1783115705.661,31302.0,34340.0
1783115706.825,31302.0,34340.0
1783115707.863,31302.0,34340.0
1783115708.946,29749.0,34040.0
1783115709.982,29749.0,34040.0
1783115711.076,29749.0,34040.0
1783115712.186,29749.0,34040.0
1783115713.267,29749.0,34040.0
1783115714.390,29749.0,34040.0
1783115715.521,29749.0,34040.0
1783115716.569,29749.0,34040.0
1783115717.683,29749.0,34040.0
1783115718.706,29749.0,34040.0
1783115719.736,29749.0,34040.0
1783115720.785,29749.0,34040.0
1783115721.760,29749.0,34040.0
1783115723.154,29749.0,34040.0
1783115724.138,29749.0,34040.0
1783115725.163,29749.0,34040.0
1783115726.201,29749.0,34040.0
1783115727.914,29749.0,34040.0
1783115729.442,29749.0,34040.0
1783115730.490,30897.0,33850.0
1783115731.589,30897.0,33850.0
1783115732.610,30897.0,33850.0
1783115733.634,30897.0,33850.0
1783115734.669,30897.0,33850.0
1783115735.828,30897.0,33850.0
1783115737.466,30897.0,33850.0
1783115739.020,30897.0,33850.0
1783115740.160,30897.0,33850.0
1783115742.355,30897.0,33850.0
1783115743.758,30897.0,33850.0
1783115744.850,30897.0,33850.0
1783115746.032,30897.0,33850.0
1783115747.165,30897.0,33850.0
1783115748.262,30897.0,33850.0
1783115749.426,30897.0,33850.0
1783115750.545,30897.0,33850.0
1783115751.747,30897.0,33850.0
1783115752.829,30897.0,33850.0
1783115753.916,30897.0,33850.0
1783115755.020,30897.0,33850.0
1783115756.110,30897.0,33850.0
1783115757.162,30897.0,33850.0
1783115758.211,30897.0,33850.0
1783115759.347,30897.0,33850.0
1783115760.430,30897.0,33850.0
1783115761.554,30897.0,33850.0
1783115762.603,30897.0,33850.0
1783115763.718,30897.0,33850.0
1783115764.793,30897.0,33850.0
1783115765.835,30897.0,33850.0
1783115766.834,30897.0,33850.0
1783115768.242,30897.0,33850.0
1783115769.610,30897.0,33850.0
1783115770.972,30897.0,33850.0
1783115771.988,30897.0,33850.0
1783115773.087,30897.0,33850.0
1783115774.129,30767.0,33490.0
1783115775.152,30767.0,33490.0
1783115776.199,30767.0,33490.0
1783115777.308,30767.0,33490.0
1783115778.360,30767.0,33490.0
1783115779.398,30767.0,33490.0
1783115780.434,30767.0,33490.0
1783115781.474,30767.0,33490.0
1783115782.497,30767.0,33490.0
1783115783.550,30767.0,33490.0
1783115784.586,30767.0,33490.0
1783115785.614,30767.0,33490.0
1783115786.645,30767.0,33490.0
1783115787.822,30767.0,33490.0
1783115788.846,30767.0,33490.0
1783115789.894,30767.0,33490.0
1783115790.961,29646.0,33350.0
1783115791.948,29646.0,33350.0
1783115793.354,29646.0,33350.0
1783115794.331,29646.0,33350.0
1783115795.299,29646.0,33350.0
1783115796.264,29646.0,33350.0
1783115797.720,29646.0,33350.0
1783115798.828,29646.0,33350.0
1783115799.826,29646.0,33350.0
1783115800.791,29646.0,33350.0
1783115802.295,29646.0,33350.0
1783115803.808,29646.0,33350.0
1783115805.250,29646.0,33350.0
1783115806.332,29646.0,33350.0
1783115807.378,29646.0,33350.0
1783115808.470,29646.0,33350.0
1783115809.487,29646.0,33350.0
1783115810.532,29646.0,33350.0
1783115811.590,29646.0,33350.0
1783115812.679,29646.0,33350.0
1783115813.722,29646.0,33350.0
1783115814.746,29646.0,33350.0
1783115815.791,29646.0,33350.0
1783115816.883,29646.0,33350.0
1783115817.955,29646.0,33350.0
1783115818.999,29646.0,33350.0
1783115820.074,29646.0,33350.0
1783115821.162,29646.0,33350.0
1783115822.201,29646.0,33350.0
1783115823.186,29646.0,33350.0
1783115824.601,29646.0,33350.0
1783115825.564,29646.0,33350.0
1783115826.619,29646.0,33350.0
1783115827.673,29646.0,33350.0
1783115828.703,30781.0,33030.0
1783115829.747,30781.0,33030.0
1783115830.790,30781.0,33030.0
1783115831.936,30781.0,33030.0
1783115832.959,30781.0,33030.0
1783115834.006,30781.0,33030.0
1783115835.118,30781.0,33030.0
1783115836.193,30781.0,33030.0
1783115837.175,30781.0,33030.0
1783115838.625,30781.0,33030.0
1783115840.075,30781.0,33030.0
1783115841.069,30781.0,33030.0
1783115842.505,30781.0,33030.0
1783115843.994,30781.0,33030.0
1783115845.480,30781.0,33030.0
1783115846.525,30781.0,33030.0
1783115847.960,30781.0,33030.0
1783115849.136,30489.0,32860.0
1783115850.202,30489.0,32860.0
1783115851.232,30489.0,32860.0
1783115852.261,30489.0,32860.0
1783115853.221,30489.0,32860.0
1783115854.736,30489.0,32860.0
1783115855.722,30489.0,32860.0
1783115857.077,30489.0,32860.0
1783115858.068,30489.0,32860.0
1783115859.495,30489.0,32860.0
1783115860.480,30489.0,32860.0
1783115861.575,30489.0,32860.0
1783115862.595,30489.0,32860.0
1783115863.678,30489.0,32860.0
1783115864.715,30489.0,32860.0
1783115865.775,30489.0,32860.0
1783115866.973,30489.0,32860.0
1783115868.027,30489.0,32860.0
1783115869.051,30489.0,32860.0
1783115870.082,30489.0,32860.0
1783115871.124,30489.0,32860.0
1783115872.187,30489.0,32860.0
1783115873.260,30489.0,32860.0
1783115874.289,30489.0,32860.0
1783115875.373,30489.0,32860.0
1783115876.398,30489.0,32860.0
1783115877.503,30489.0,32860.0
1783115878.544,30489.0,32860.0
1783115879.567,30489.0,32860.0
1783115880.602,30489.0,32860.0
1783115881.618,30489.0,32860.0
1783115882.750,30489.0,32860.0
1783115883.785,30489.0,32860.0
1783115884.902,30489.0,32860.0
1783115885.979,30489.0,32860.0
1783115887.194,30489.0,32860.0
1783115888.584,30489.0,32860.0
1783115889.588,30489.0,32860.0
1783115890.610,30489.0,32860.0
1783115891.821,30489.0,32860.0
1783115892.855,30489.0,32860.0
1783115893.944,30526.0,32470.0
1783115895.004,30526.0,32470.0
1783115896.053,30526.0,32470.0
1783115897.134,30526.0,32470.0
1783115898.187,30526.0,32470.0
1783115899.215,30526.0,32470.0
1783115900.237,30526.0,32470.0
1783115901.290,30526.0,32470.0
1783115902.256,30526.0,32470.0
1783115903.671,30526.0,32470.0
1783115904.646,30526.0,32470.0
1783115905.733,31194.0,32360.0
1783115906.784,31194.0,32360.0
1783115907.870,31194.0,32360.0
1783115908.909,31194.0,32360.0
1783115909.926,31194.0,32360.0
1783115911.103,30796.0,32320.0
1783115912.749,30796.0,32320.0
1783115913.771,30796.0,32320.0
1783115914.901,30796.0,32320.0
1783115915.936,30796.0,32320.0
1783115916.972,30796.0,32320.0
1783115918.486,30796.0,32320.0
1783115919.558,30796.0,32320.0
1783115920.592,30796.0,32320.0
1783115921.607,30796.0,32320.0
1783115922.595,30796.0,32320.0
1783115924.087,30796.0,32320.0
1783115925.467,30796.0,32320.0
1783115926.536,30796.0,32320.0
1783115927.656,30796.0,32320.0
1783115928.692,30796.0,32320.0
1783115929.708,30796.0,32320.0
1783115930.726,30796.0,32320.0
1783115931.957,30796.0,32320.0
1783115933.036,30796.0,32320.0
1783115934.079,30796.0,32320.0
1783115935.098,30796.0,32320.0
1783115936.312,30796.0,32320.0
1783115937.302,30796.0,32320.0
1783115938.329,30796.0,32320.0
1783115939.737,30796.0,32320.0
1783115940.793,30796.0,32320.0
1783115941.819,30796.0,32320.0
1783115942.942,30796.0,32320.0
1783115943.978,30796.0,32320.0
1783115945.012,30796.0,32320.0
1783115946.050,30796.0,32320.0
1783115947.158,30796.0,32320.0
1783115948.207,30470.0,32000.0
1783115949.236,30470.0,32000.0
1783115950.337,30470.0,32000.0
1783115951.353,30470.0,32000.0
1783115952.389,30470.0,32000.0
1783115953.424,30470.0,32000.0
1783115954.401,30470.0,32000.0
1783115955.508,30470.0,32000.0
1783115956.522,30470.0,32000.0
1783115957.539,30470.0,32000.0
1783115958.986,30470.0,32000.0
1783115959.997,30470.0,32000.0
1783115961.005,30470.0,32000.0
1783115962.133,30609.0,31870.0
1783115963.217,30609.0,31870.0
1783115964.303,30609.0,31870.0
1783115965.330,30609.0,31870.0
1783115966.417,30609.0,31870.0
1783115967.514,30609.0,31870.0
1783115968.605,30609.0,31870.0
1783115969.617,30609.0,31870.0
1783115970.633,30609.0,31870.0
1783115971.787,30609.0,31870.0
1783115972.757,30609.0,31870.0
1783115974.082,30609.0,31870.0
1783115975.046,30609.0,31870.0
1783115976.503,30609.0,31870.0
1783115977.526,30609.0,31870.0
1783115978.557,30609.0,31870.0
1783115979.575,30609.0,31870.0
1783115980.643,30609.0,31870.0
1783115981.679,30609.0,31870.0
1783115982.770,30609.0,31870.0
1783115983.800,30609.0,31870.0
1783115984.878,30609.0,31870.0
1783115986.043,30609.0,31870.0
1783115987.129,30609.0,31870.0
1783115988.215,30609.0,31870.0
1783115989.461,30609.0,31870.0
1783115991.035,30609.0,31870.0
1783115992.461,30609.0,31870.0
1783115993.441,30609.0,31870.0
1783115994.805,30609.0,31870.0
1783115995.816,30609.0,31870.0
1783115996.882,30609.0,31870.0
1783115997.935,30609.0,31870.0
1783115999.005,30609.0,31870.0
1783116000.095,30609.0,31870.0
1783116001.182,30609.0,31870.0
1783116002.218,30609.0,31870.0
1783116003.778,30609.0,31870.0
1783116004.827,30609.0,31870.0
1783116006.271,30609.0,31870.0
1783116007.755,30609.0,31870.0
1783116008.800,30609.0,31870.0
1783116009.881,30609.0,31870.0
1783116011.094,30609.0,31870.0
1783116012.536,30609.0,31870.0
1783116013.973,29948.0,31440.0
1783116015.093,29948.0,31440.0
1783116016.119,29948.0,31440.0
1783116017.089,29948.0,31440.0
1783116018.467,29948.0,31440.0
1783116019.448,30474.0,31380.0
1783116020.793,30474.0,31380.0
1783116021.805,30474.0,31380.0
1783116022.920,30474.0,31380.0
1783116024.009,30474.0,31380.0
1783116025.044,30474.0,31380.0
1783116026.071,30474.0,31380.0
1783116027.157,30474.0,31380.0
1783116028.157,30474.0,31380.0
1783116029.603,30474.0,31380.0
1783116030.626,30218.0,31300.0
1783116031.783,30218.0,31300.0
1783116032.906,30218.0,31300.0
1783116033.987,30218.0,31300.0
1783116035.061,30218.0,31300.0
1783116036.159,30218.0,31300.0
1783116037.140,30218.0,31300.0
1783116038.571,30218.0,31300.0
1783116039.591,30218.0,31300.0
1783116040.612,30218.0,31300.0
1783116041.986,30218.0,31300.0
1783116043.043,30218.0,31300.0
1783116044.071,30218.0,31300.0
1783116045.111,30218.0,31300.0
1783116046.260,30218.0,31300.0
1783116047.310,30218.0,31300.0
1783116048.404,30218.0,31300.0
1783116049.444,30218.0,31300.0
1783116051.002,30218.0,31300.0
1783116051.971,30218.0,31300.0
1783116053.053,30218.0,31300.0
1783116054.098,30218.0,31300.0
1783116055.259,30218.0,31300.0
1783116056.279,30218.0,31300.0
1783116057.444,30218.0,31300.0
1783116058.561,30218.0,31300.0
1783116059.705,30218.0,31300.0
1783116060.978,30218.0,31300.0
1783116062.515,30218.0,31300.0
1783116063.959,30218.0,31300.0
1783116065.379,30218.0,31300.0
1783116066.551,30476.0,30980.0
1783116067.608,30476.0,30980.0
1783116068.630,30277.0,30960.0
1783116069.719,30277.0,30960.0
1783116070.819,30277.0,30960.0
1783116071.925,30277.0,30960.0
1783116072.976,30277.0,30960.0
1783116074.103,30277.0,30960.0
1783116075.313,30277.0,30960.0
1783116076.355,30277.0,30960.0
1783116077.389,30277.0,30960.0
1783116078.502,30196.0,30880.0
1783116079.734,30196.0,30880.0
1783116080.858,30196.0,30880.0
1783116081.912,30196.0,30880.0
1783116083.010,30196.0,30880.0
1783116084.070,30196.0,30880.0
1783116085.184,30196.0,30880.0
1783116086.208,30196.0,30880.0
1783116087.203,30196.0,30880.0
1783116088.574,30196.0,30880.0
1783116089.541,30196.0,30880.0
1783116090.550,30196.0,30880.0
1783116091.542,30196.0,30880.0
1783116093.075,30196.0,30880.0
1783116094.134,30196.0,30880.0
1783116095.164,30196.0,30880.0
1783116096.193,30196.0,30880.0
1783116097.286,30196.0,30880.0
1783116098.433,30196.0,30880.0
1783116099.545,30196.0,30880.0
1783116100.593,30196.0,30880.0
1783116101.721,30196.0,30880.0
1783116102.817,30196.0,30880.0
1783116103.988,30196.0,30880.0
1783116105.090,30196.0,30880.0
1783116106.122,30196.0,30880.0
1783116107.104,30196.0,30880.0
1783116108.608,30196.0,30880.0
1783116109.622,30196.0,30880.0
1783116110.601,30196.0,30880.0
1783116111.963,30196.0,30880.0
1783116113.057,30196.0,30880.0
1783116114.091,30196.0,30880.0
1783116115.118,30196.0,30880.0
1783116116.140,30196.0,30880.0
1783116117.287,30196.0,30880.0
1783116118.366,30196.0,30880.0
1783116119.419,30196.0,30880.0
1783116120.722,30196.0,30880.0
1783116122.140,30196.0,30880.0
1783116123.508,30196.0,30880.0
1783116124.522,30196.0,30880.0
1783116125.924,30196.0,30880.0
1783116126.952,30196.0,30880.0
1783116128.041,30196.0,30880.0
1783116129.078,30196.0,30880.0
1783116130.201,30196.0,30880.0
1783116131.256,30196.0,30880.0
1783116132.331,30196.0,30880.0
1783116133.362,30196.0,30880.0
1783116134.504,30795.0,30410.0
1783116135.547,30318.0,30390.0
1783116136.661,30318.0,30390.0
1783116137.706,30318.0,30390.0
1783116138.757,30318.0,30390.0
1783116139.783,30318.0,30390.0
1783116141.333,30318.0,30390.0
1783116142.333,30318.0,30390.0
1783116143.307,30318.0,30390.0
1783116144.655,30318.0,30390.0
1783116145.669,30318.0,30390.0
1783116146.826,30318.0,30390.0
1783116147.882,30318.0,30390.0
1783116148.930,30318.0,30390.0
1783116149.984,30875.0,30260.0
1783116151.583,30875.0,30260.0
1783116153.144,30875.0,30260.0
1783116154.233,30875.0,30260.0
1783116155.383,30875.0,30260.0
1783116156.440,30875.0,30260.0
1783116157.443,30875.0,30260.0
1783116158.447,30875.0,30260.0
1783116159.458,30875.0,30260.0
1783116160.828,30875.0,30260.0
1783116161.945,30875.0,30260.0
1783116162.991,30875.0,30260.0
1783116164.028,30875.0,30260.0
1783116165.140,30875.0,30260.0
1783116166.213,30875.0,30260.0
1783116167.468,30875.0,30260.0
1783116168.532,30875.0,30260.0
1783116169.807,30875.0,30260.0
1783116170.852,30875.0,30260.0
1783116171.932,30875.0,30260.0
1783116173.114,30875.0,30260.0
1783116174.213,30875.0,30260.0
1783116175.251,30875.0,30260.0
1783116176.304,30875.0,30260.0
1783116177.302,30875.0,30260.0
1783116178.717,30875.0,30260.0
1783116179.737,30875.0,30260.0
1783116181.188,30875.0,30260.0
1783116182.650,30875.0,30260.0
1783116184.111,30875.0,30260.0
1783116185.255,30875.0,30260.0
1783116186.298,30875.0,30260.0
1783116187.347,30875.0,30260.0
1783116188.447,30547.0,29920.0
1783116189.475,30547.0,29920.0
1783116190.600,30547.0,29920.0
1783116191.670,30547.0,29920.0
1783116192.780,30103.0,29890.0
