device,config,model,query_id,dataset,warmup,ttft_ms,e2e_ms,t_retrieval_ms,t_prefill_ms,t_decode_ms,n_tokens,peak_rss_mb,t_query_start,t_query_end,energy_gross_j,energy_idle_subtracted_j,answer_text,retrieved_ids,is_mock,em,f1,faithfulness,accuracy_harmonic
laptop,C2,gemma-2-2b-it,squad-11,squad,0,1545.087,1803.811,24.862,1520.225,45.404,5,10259.1,1783118759.5041752,1783118761.307514,64.6569,13.9279,Denver Broncos,wiki-0|wiki-3|wiki-4|wiki-3833|wiki-2,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-12,squad,0,1732.472,2019.255,5.942,1726.53,39.2583,7,10259.8,1783118761.5429444,1783118763.5616558,72.3789,15.5913,Levi's Stadium,wiki-0|wiki-4|wiki-3830|wiki-3826|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-13,squad,0,1797.999,2146.106,21.885,1776.114,42.9868,8,10259.9,1783118763.8224385,1783118765.9679704,76.9259,16.5708,"Santa Clara, California.",wiki-0|wiki-4|wiki-3830|wiki-3826|wiki-3833,0,0,0.8,1.0,0.8889
laptop,C2,gemma-2-2b-it,squad-14,squad,0,1787.525,2064.394,8.285,1779.24,40.2667,6,10249.1,1783118766.227465,1783118768.291295,73.9966,15.9398,Super Bowl L,wiki-1|wiki-0|wiki-3826|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-15,squad,0,1684.535,2039.685,6.559,1677.976,39.52,8,10228.6,1783118768.5454037,1783118770.5845313,73.1109,15.749,2015,wiki-0|wiki-3|wiki-3830|wiki-2|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-16,squad,0,1722.058,2070.253,7.459,1714.599,42.2364,8,10228.7,1783118770.8333445,1783118772.9030254,74.2063,15.985,2016,wiki-0|wiki-3|wiki-2|wiki-3825|wiki-3831,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-17,squad,0,1759.438,2090.708,6.698,1752.74,40.0141,8,10229.1,1783118773.1555314,1783118775.2456646,74.9396,16.1429,"Santa Clara, California.",wiki-0|wiki-4|wiki-3830|wiki-3826|wiki-3833,0,0,0.8,1.0,0.8889
laptop,C2,gemma-2-2b-it,squad-18,squad,0,1753.719,2036.578,6.545,1747.174,38.4513,7,10229.0,1783118775.493828,1783118777.529857,72.9998,15.7251,Levi's Stadium,wiki-0|wiki-4|wiki-3830|wiki-3833|wiki-3826,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-19,squad,0,1561.679,1983.177,6.901,1554.778,45.4214,9,10228.6,1783118777.7576733,1783118779.7403061,71.0853,15.3127,24-10,wiki-0|wiki-3|wiki-3833|wiki-3826|wiki-4,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-20,squad,0,1660.014,2160.873,25.624,1634.39,41.4235,12,10229.4,1783118779.971112,1783118782.1313865,77.4545,16.6847,"February 7, 2016",wiki-0|wiki-3826|wiki-4|wiki-3830|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-21,squad,0,1621.17,1944.029,34.478,1586.692,39.828,8,10228.9,1783118782.353333,1783118784.2968314,69.6822,15.0104,2016,wiki-0|wiki-4|wiki-3826|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-22,squad,0,1607.099,1826.346,5.918,1601.181,38.4698,5,10231.5,1783118784.522853,1783118786.3487232,65.4648,14.1019,Tennessee Titans,wiki-6476|wiki-3831|wiki-0|wiki-2|wiki-3833,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-23,squad,0,1682.381,2004.445,5.364,1677.017,40.0901,7,10202.4,1783118786.572674,1783118788.5765758,71.8479,15.4769,St. Louis Rams,wiki-3833|wiki-0|wiki-3831|wiki-6476|wiki-2,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-24,squad,0,1694.098,1919.786,20.307,1673.791,38.5752,5,10175.2,1783118788.8299217,1783118790.7492118,68.8142,14.8234,Denver Broncos,wiki-0|wiki-3|wiki-4|wiki-3833|wiki-2,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-25,squad,0,1713.822,2060.846,25.607,1688.215,42.8729,8,10175.5,1783118790.992586,1783118793.0528753,73.8696,15.9124,2015,wiki-0|wiki-3|wiki-2|wiki-4|wiki-3830,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-26,squad,0,1724.881,1901.184,24.716,1700.165,34.4152,5,10175.3,1783118793.2992196,1783118795.1999044,68.1472,14.6797,Denver Broncos,wiki-0|wiki-3833|wiki-3|wiki-2|wiki-3825,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-27,squad,0,1761.531,2659.7,5.847,1755.684,46.5498,19,10175.2,1783118795.4473944,1783118798.1063426,95.3339,20.5361,"Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",wiki-0|wiki-4|wiki-3826|wiki-3830|wiki-3833,0,0,0.4,1.0,0.5714
laptop,C2,gemma-2-2b-it,squad-28,squad,0,1885.547,2196.357,6.479,1879.068,39.2951,7,10162.5,1783118798.3534248,1783118800.5491667,78.7261,16.9586,Super Bowl LIII,wiki-3830|wiki-0|wiki-6476|wiki-3833|wiki-2,0,0,0.8,1.0,0.8889
laptop,C2,gemma-2-2b-it,squad-29,squad,0,1670.716,1896.217,6.048,1664.668,36.4472,5,10136.1,1783118800.7923396,1783118802.6880481,67.9687,14.6413,Denver Broncos,wiki-0|wiki-6476|wiki-2|wiki-1786|wiki-3831,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-30,squad,0,1583.379,1794.908,23.118,1560.261,47.7152,4,10144.7,1783118802.9137821,1783118804.7082152,64.3376,13.8591,Steve,wiki-9215|wiki-9970|wiki-9966|wiki-9833|wiki-2,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-31,squad,0,1613.645,2107.975,22.213,1591.432,42.4922,11,10122.1,1783118804.9441843,1783118807.051577,75.5585,16.2762,The context does not contain the answer.,wiki-3|wiki-2|wiki-0|wiki-1366|wiki-9833,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-32,squad,0,1776.692,2122.028,10.362,1766.33,40.0862,8,10121.6,1783118807.3178701,1783118809.439313,77.0142,17.3368,Don't know.,wiki-6476|wiki-10281|wiki-819|wiki-824|wiki-830,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-33,squad,0,1902.169,2110.786,26.151,1876.018,36.126,5,10114.6,1783118809.7005386,1783118811.81076,77.6097,18.2479,Arizona Cardinals,wiki-792|wiki-2|wiki-235|wiki-0|wiki-783,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-34,squad,0,1717.549,2108.637,7.103,1710.446,43.9273,8,10086.2,1783118812.065055,1783118814.1731124,77.5301,18.2292,The New England Patriots.,wiki-2|wiki-0|wiki-3|wiki-3825|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-35,squad,0,1769.452,1956.93,29.815,1739.637,36.6498,5,10086.2,1783118814.4221263,1783118816.3785431,71.9531,16.9179,Arizona Cardinals,wiki-2|wiki-0|wiki-3833|wiki-3825|wiki-7606,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-36,squad,0,1750.3,2014.297,23.348,1726.952,43.2837,6,10086.1,1783118816.6308413,1783118818.644597,74.0619,17.4138,New England Patriots,wiki-2|wiki-0|wiki-792|wiki-3831|wiki-6476,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-37,squad,0,1706.092,2092.92,30.467,1675.625,40.798,9,10085.6,1783118818.900292,1783118820.9926558,76.953,18.0935,The St. Louis Rams.,wiki-3833|wiki-3825|wiki-2|wiki-0|wiki-3,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-38,squad,0,1668.769,2018.116,6.499,1662.27,38.6484,8,10061.7,1783118821.2388997,1783118823.2564788,74.2025,17.4468,Don't know.,wiki-3836|wiki-3833|wiki-1988|wiki-9833|wiki-0,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-39,squad,0,1483.531,1717.56,5.732,1477.799,38.8386,5,10039.4,1783118823.4833627,1783118825.2004714,63.1518,14.8485,Cam Newton,wiki-2|wiki-3|wiki-5053|wiki-7612|wiki-3828,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-40,squad,0,1612.178,1968.137,9.434,1602.744,40.118,8,10017.6,1783118825.4271476,1783118827.394739,72.3641,17.0145,15-1,wiki-7606|wiki-2|wiki-7610|wiki-7614|wiki-0,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-41,squad,0,1964.144,2403.834,6.845,1957.299,44.0151,9,9987.0,1783118827.6413684,1783118830.0445223,88.3832,20.781,You don't know.,wiki-11016|wiki-0|wiki-2|wiki-2420|wiki-9964,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-42,squad,0,1891.92,2248.313,8.407,1883.513,39.9486,8,9964.5,1783118830.293564,1783118832.5412593,82.6657,19.4367,Don't know.,wiki-694|wiki-0|wiki-2|wiki-6474|wiki-9148,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-43,squad,0,1807.774,2202.218,14.66,1793.114,46.6011,8,9966.7,1783118832.792371,1783118834.9939888,80.9711,19.0383,Don't know.,wiki-3836|wiki-3833|wiki-1988|wiki-0|wiki-9833,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-44,squad,0,1833.658,2188.809,9.466,1824.192,39.7388,8,9937.9,1783118835.2347476,1783118837.4229436,80.4775,18.9222,The New England Patriots.,wiki-0|wiki-2|wiki-3|wiki-3825|wiki-3831,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-45,squad,0,1758.38,1978.532,25.659,1732.721,37.9962,5,9913.0,1783118837.6690674,1783118839.6470726,72.7471,17.1046,Cam Newton,wiki-2|wiki-7612|wiki-7607|wiki-4436|wiki-10280,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-46,squad,0,1755.475,1956.7,6.298,1749.177,37.5764,5,9912.9,1783118839.9014707,1783118841.8576453,71.9442,16.9158,Arizona Cardinals,wiki-2|wiki-0|wiki-3825|wiki-3833|wiki-235,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-47,squad,0,1751.953,1962.409,14.324,1737.629,40.7998,5,9913.0,1783118842.1099372,1783118844.071833,72.1546,16.9653,2,wiki-2|wiki-0|wiki-3836|wiki-3833|wiki-3825,0,1,1.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-48,squad,0,1702.803,1974.078,6.0,1696.803,43.2163,6,9912.9,1783118844.320657,1783118846.2942057,72.5832,17.0661,New England Patriots,wiki-2|wiki-0|wiki-6476|wiki-3|wiki-696,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-49,squad,0,1798.379,2060.823,6.691,1791.688,37.0525,6,9879.8,1783118846.5416288,1783118848.6019056,75.7729,17.816,The Denver Broncos,wiki-0|wiki-9970|wiki-9215|wiki-9964|wiki-9981,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-50,squad,0,1787.52,2050.246,6.513,1781.007,42.9728,6,9879.5,1783118848.853784,1783118850.9034655,75.3832,17.7244,The Carolina Panthers,wiki-0|wiki-694|wiki-2|wiki-1786|wiki-700,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-51,squad,0,1811.903,2000.161,25.653,1786.25,36.6696,5,9879.6,1783118851.1511765,1783118853.1507967,73.542,17.2915,Arizona Cardinals,wiki-0|wiki-2|wiki-3825|wiki-1786|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-52,squad,0,1829.0,2165.604,27.847,1801.153,41.5286,8,9879.8,1783118853.4018164,1783118855.566831,79.6249,18.7217,Don't know.,wiki-0|wiki-5053|wiki-5060|wiki-2|wiki-1786,0,0,0.0,0.3333,0.0
laptop,C2,gemma-2-2b-it,squad-53,squad,0,1943.389,2158.778,6.353,1937.036,37.5754,5,9881.5,1783118855.8311315,1783118857.9893079,79.3734,18.6626,Arizona Cardinals,wiki-2|wiki-0|wiki-3833|wiki-3831|wiki-3825,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-54,squad,0,1775.313,2125.11,5.645,1769.668,40.0791,8,9880.7,1783118858.2310832,1783118860.3556108,74.3593,14.595,Don't know.,wiki-0|wiki-6476|wiki-2|wiki-824|wiki-819,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-55,squad,0,1755.181,1982.191,28.491,1726.69,39.2476,5,9854.3,1783118860.6058102,1783118862.5876236,68.105,12.3554,Von Miller,wiki-3|wiki-0|wiki-4|wiki-5053|wiki-5049,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-56,squad,0,1861.67,2097.549,10.541,1851.129,45.6672,5,9854.6,1783118862.8377738,1783118864.9347613,72.063,13.0735,2,wiki-3|wiki-0|wiki-10073|wiki-2|wiki-3829,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-57,squad,0,1931.578,2311.914,8.907,1922.671,43.2557,8,9846.9,1783118865.2041848,1783118867.5154355,79.3171,14.3002,Don't know.,wiki-3115|wiki-9974|wiki-3109|wiki-9964|wiki-11964,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-58,squad,0,1857.008,2059.149,40.521,1816.487,36.3608,5,9847.5,1783118867.7622986,1783118869.820907,70.5732,12.6633,Von Miller,wiki-3|wiki-0|wiki-2|wiki-9833|wiki-3828,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-59,squad,0,1780.141,1977.159,6.817,1773.324,37.111,5,9847.9,1783118870.0774167,1783118872.0540419,67.7627,12.159,5,wiki-3|wiki-0|wiki-5060|wiki-4|wiki-5053,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-60,squad,0,1651.429,1824.343,5.686,1645.743,33.7275,4,9831.3,1783118872.310181,1783118874.1340384,62.5255,11.2193,Newton,wiki-3|wiki-793|wiki-0|wiki-9836|wiki-2,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-61,squad,0,1800.317,2094.039,6.046,1794.271,42.8737,6,9807.2,1783118874.377722,1783118876.4711971,71.7685,12.8778,Seven times.,wiki-3|wiki-5053|wiki-2|wiki-788|wiki-5060,0,0,0.6667,1.0,0.8
laptop,C2,gemma-2-2b-it,squad-62,squad,0,1975.144,2213.258,5.633,1969.511,41.4188,5,9806.7,1783118876.727926,1783118878.9405594,75.8535,13.6108,Von Miller,wiki-3|wiki-2|wiki-5053|wiki-9215|wiki-0,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-63,squad,0,1781.978,1933.416,24.501,1757.477,36.3563,4,9806.8,1783118879.1924987,1783118881.125395,66.2636,11.89,Three,wiki-3|wiki-2|wiki-2849|wiki-4816|wiki-7617,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-64,squad,0,1856.87,2075.29,6.279,1850.591,36.2808,5,9782.1,1783118881.4057145,1783118883.4804406,71.1258,12.7625,2,wiki-3|wiki-10073|wiki-3832|wiki-5066|wiki-5060,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-65,squad,0,1834.936,2051.232,6.914,1828.022,36.8912,5,9783.7,1783118883.7442443,1783118885.7954805,70.3205,12.618,Von Miller,wiki-3|wiki-0|wiki-9833|wiki-5053|wiki-4,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-66,squad,0,1889.406,2126.488,6.456,1882.95,40.048,5,9766.0,1783118886.0640414,1783118888.1906762,72.9053,13.0818,Linebacker,wiki-3|wiki-10279|wiki-377|wiki-9148|wiki-4436,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-67,squad,0,1786.605,2010.12,7.553,1779.052,37.3104,5,9761.3,1783118888.4474058,1783118890.4576955,68.9168,12.3661,5,wiki-3|wiki-5060|wiki-0|wiki-4|wiki-5053,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-68,squad,0,1807.999,2026.838,7.246,1800.753,38.3328,5,9761.9,1783118890.7152143,1783118892.7422054,69.4893,12.4688,2,wiki-3|wiki-0|wiki-10073|wiki-2|wiki-3829,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-69,squad,0,1751.804,1953.95,6.643,1745.161,36.3344,5,9763.4,1783118893.000861,1783118894.9549775,66.991,12.0206,Von Miller,wiki-3|wiki-2|wiki-5053|wiki-0|wiki-9215,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-70,squad,0,1879.528,2093.893,6.59,1872.938,37.5898,5,9761.6,1783118895.2060182,1783118897.3000855,71.7888,12.8814,5,wiki-3|wiki-5060|wiki-5053|wiki-4436|wiki-1370,0,1,1.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-71,squad,0,1823.207,2030.769,6.794,1816.413,35.661,5,9760.9,1783118897.5616333,1783118899.5925748,69.6247,12.4931,7,wiki-3|wiki-0|wiki-2|wiki-5053|wiki-5060,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-72,squad,0,1776.556,1940.262,6.924,1769.632,33.3708,4,9761.9,1783118899.8621705,1783118901.8025825,66.5212,11.9363,Three,wiki-3|wiki-2|wiki-2849|wiki-0|wiki-5060,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-73,squad,0,1739.251,2238.753,19.416,1719.835,41.2786,12,9761.8,1783118902.0586374,1783118904.2975516,76.7545,13.7725,A fumble that was recovered for a touchdown.,wiki-3|wiki-2|wiki-793|wiki-0|wiki-2849,0,0,0.2857,1.0,0.4444
laptop,C2,gemma-2-2b-it,squad-74,squad,0,1735.949,1962.356,6.458,1729.491,39.3568,5,9761.8,1783118904.5611277,1783118906.523634,67.2786,12.0722,Von Miller,wiki-3|wiki-0|wiki-4|wiki-9833|wiki-5049,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-75,squad,0,1725.983,1929.436,27.291,1698.692,35.4596,5,9752.8,1783118906.7810342,1783118908.7106276,66.1503,11.8697,Linebacker,wiki-3|wiki-11821|wiki-5222|wiki-4436|wiki-5495,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-76,squad,0,1807.905,2147.864,20.063,1787.842,38.6355,8,9720.2,1783118908.9685154,1783118911.1165395,73.6386,13.2134,Don't know.,wiki-5053|wiki-2|wiki-5060|wiki-10280|wiki-0,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-77,squad,0,1768.474,1920.986,20.216,1748.258,33.1302,4,9721.2,1783118911.4022467,1783118913.323385,65.5378,11.495,Three,wiki-3|wiki-2|wiki-0|wiki-6469|wiki-9153,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-78,squad,0,1730.562,2082.288,6.308,1724.254,40.5363,8,9721.3,1783118913.5756514,1783118915.6580875,70.9132,12.333,Don't know.,wiki-2|wiki-793|wiki-0|wiki-10279|wiki-3,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-79,squad,0,1752.723,1960.838,7.529,1745.194,35.9084,5,9721.0,1783118915.9008567,1783118917.8618557,66.7779,11.6138,5,wiki-3|wiki-5060|wiki-4436|wiki-1370|wiki-5053,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-80,squad,0,1862.013,2025.528,32.628,1829.385,33.6112,4,9702.6,1783118918.1150155,1783118920.1406884,68.9802,11.9968,CBS,wiki-4|wiki-0|wiki-10288|wiki-3830|wiki-10435,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-81,squad,0,1868.141,2102.937,7.186,1860.955,37.0927,6,9702.8,1783118920.3893273,1783118922.492414,71.6164,12.4553,$5 million,wiki-4|wiki-0|wiki-1|wiki-3|wiki-3830,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-82,squad,0,1852.187,1987.929,33.678,1818.509,32.8507,4,9702.5,1783118922.7537594,1783118924.7418435,67.7002,11.7742,Coldplay,wiki-4|wiki-0|wiki-4464|wiki-3|wiki-3833,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-83,squad,0,1880.889,2235.293,8.423,1872.466,43.0438,8,9702.7,1783118925.0060098,1783118927.2414517,76.1235,13.2392,Beyoncé and Bruno Mars.,wiki-4|wiki-0|wiki-4464|wiki-11534|wiki-3,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-84,squad,0,1914.403,2315.003,6.298,1908.105,45.474,8,9693.0,1783118927.5170836,1783118929.8322487,78.8383,13.7113,Super Bowl 50,wiki-4|wiki-3830|wiki-0|wiki-3833|wiki-3825,0,0,0.6667,1.0,0.8
laptop,C2,gemma-2-2b-it,squad-85,squad,0,1796.196,1967.669,7.129,1789.067,35.166,4,9694.0,1783118930.1103435,1783118932.0781724,67.0105,11.6543,CBS,wiki-4|wiki-0|wiki-3|wiki-10387|wiki-5059,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-86,squad,0,1926.215,2288.198,32.727,1893.488,42.1811,8,9699.3,1783118932.3250334,1783118934.6133893,77.9254,13.5526,Don't know.,wiki-6980|wiki-2761|wiki-5949|wiki-3426|wiki-1629,0,0,0.0,0.0,0.0
laptop,C2,gemma-2-2b-it,squad-87,squad,0,1856.504,2080.92,28.515,1827.989,39.1292,5,9687.4,1783118934.877218,1783118936.958298,70.867,12.325,Bruno Mars,wiki-4|wiki-3882|wiki-5060|wiki-11534|wiki-11634,0,0,0.0,1.0,0.0
laptop,C2,gemma-2-2b-it,squad-88,squad,0,1891.349,2123.425,6.52,1884.829,40.653,5,9686.9,1783118937.22255,1783118939.346136,72.3145,12.5767,Bruno Mars,wiki-4|wiki-3830|wiki-3882|wiki-3834|wiki-5060,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-89,squad,0,1893.511,2070.169,45.017,1848.494,36.651,4,9670.5,1783118939.613338,1783118941.683669,70.501,12.2613,Coldplay,wiki-4|wiki-2721|wiki-4347|wiki-11813|wiki-2156,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-90,squad,0,1800.59,1981.365,7.459,1793.131,37.6415,4,9671.4,1783118941.9322348,1783118943.9137669,67.4771,11.7354,CBS,wiki-4|wiki-0|wiki-10288|wiki-3830|wiki-3826,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-91,squad,0,1837.061,2116.808,7.83,1829.231,44.8483,6,9671.8,1783118944.1726348,1783118946.2896006,72.089,12.5375,$5 million,wiki-4|wiki-0|wiki-3|wiki-3826|wiki-1,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-92,squad,0,1819.748,2030.345,7.033,1812.715,39.9094,5,9671.6,1783118946.550404,1783118948.580906,69.1447,12.0254,Bruno Mars,wiki-4|wiki-0|wiki-1354|wiki-6965|wiki-3,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-93,squad,0,1954.12,2390.807,57.472,1896.648,54.0403,8,9671.8,1783118948.8374724,1783118951.2284513,81.42,14.1603,Third-most watched.,wiki-4|wiki-0|wiki-3|wiki-9833|wiki-3830,0,0,0.5,1.0,0.6667
laptop,C2,gemma-2-2b-it,squad-94,squad,0,2041.437,2208.765,6.013,2035.424,34.811,4,9670.7,1783118951.4830241,1783118953.6919482,75.2205,13.0821,CBS,wiki-3830|wiki-4|wiki-3826|wiki-5053|wiki-10387,0,1,1.0,1.0,1.0
laptop,C2,gemma-2-2b-it,squad-95,squad,0,1849.804,2251.163,30.12,1819.684,46.625,8,9659.0,1783118953.9905825,1783118956.241958,76.6661,13.3335,Don't know.,wiki-3426|wiki-3694|wiki-5949|wiki-6980|wiki-8655,0,0,0.0,0.0,0.0
